"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85930346459512","9.62636126157822","13.9669079129736","8.80000229815208","9.8972579995383","9.52937131880005","9.87694921780921","11.1049155369612","11.9648272324739","22.0185694314846","18.6763974290117","18.3128176140903","17.86140864212","16.3270491787545","16.6491640509821","18.0268391620613","17.7342226487981","18.0330178717679","19.7113773941979","17.9044398383763","14.1327414277054","13.1074628255063","13.3477446383999","11.9427034082853","11.2189210772298","10.4970552541265","11.2171827452107","10.8688335174113","6.4228287588126","4.95690384001967",
"American Samoa","ASM","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75893065407881","3.38586724485874","2.9988206508098","2.89917581901918","2.61810088709053","0.604387132245485","0.516976304621049","2.05592921075893","1.91145444617591","0.541079982793656","1.31647833864142","1.2985768606211","2.37475556055767","2.20149204111756","1.92484924220314","2.69735315338884","1.58582386539374","1.7268470664526","1.71500709107246","2.53677897081613","2.2399825583886","2.04064526690987","1.90796491479587","2.0062737661472","2.22777009731304","2.27570759512823","2.18690263078164","2.26082670783716","2.31007836736381","2.17354673183728","1.79280405783904","1.56497100082879","1.97217459978748","2.13590441518768","2.56585012934811","2.82536157975282","1.86496707164868","1.7389598236213","1.1811713667388",
"Australia","AUS","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","0.436243450902278","0.389330388397299","0.439949803234264","0.439511050555176","0.347055424973577","0.294554249911081","0.290564735636382","0.295911629390926","0.35077488962617","0.367527774228912","0.421096256055462","0.418728574564367","0.397409634080502","0.507861991805334","0.494055965138263","0.558575548786968","0.577237270328855","0.736832744695669","0.79805798322131","0.801085107704149","0.76088017007994","0.762302936967899","0.5916871365185","0.35301122846856","0.395582528864679","0.119209350897045","0.129040712847621","0.123667384273324","0.125498463227455","0.136483871333733","0.124549288549643","0.128215784102062","0.117669488459505","0.139302481493353","0.134176476084307","0.135175703019256","0.135598299847293","0.156940340446703","0.144494573497941","0.143701914622302","0.162292018755569","0.175122906953414","0.157711409600827","0.156052319489858","0.158667278142978","0.160930749542152","0.170432694530808","0.151022528918064","0.130824956119796","0.126561027467672","0.0901288199623949","0.0601529868427184","0.0772998245693154","0.0999602670365159","0.108060849007185",
"Austria","AUT","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","0.108255396189662","0.139191965148539","0.164965406721922","0.17889421926161","0.230940084343865","0.218652550961987","0.246047765978642","0.231747318015687","0.249201803745039","0.269388815251101","0.299403666464844","0.316449455164338","0.310805929508266","0.298598252799209","0.291882442752315","0.291385221771689","0.307211186101898","0.323682543917971","0.338031634617066","0.354132205676631","0.382864171061782","0.44616822032543","0.419568713166649","0.405502679018952","0.416765049819626","0.42167724733428","0.417157394490064","0.432207585119531","0.652621583534559","0.836231957079267","0.919819868709328","0.902903963583412","0.932792580393361","0.957185019430853","0.842547223454702","0.736897611610959","0.753856467557343","0.753857899690641","0.743139121501931","0.77679902478277","0.765334983323418","0.757843344487413","0.744483114655023","0.761476324289715","0.738765772881369","0.754481955623159","0.733469470029936","0.712641112254668","0.667854543363003","0.676336187913285","0.69677434560967","0.664273813816017","0.638166423005915","0.637538415719782","0.688552378400084",
"Azerbaijan","AZE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.124103805417565","0.129009618568859","0.131133894149081","0.141553717374876","1.18945739810866","1.08356085483563","1.82431677750395","2.61890157505979","2.14332251762401","2.34525903598978","4.70528614042723","3.7661645945845","3.83587676218684","3.10805893221251","2.8326399787509","2.66549763240316","2.87035592504128","2.85617334250334","2.33704815215702","2.45405271812669","2.3927167997352","1.69843941411199","2.77334116720313","2.60183768470009","2.64699324657026","3.2864567961961","2.78454087413308","5.012251973723","2.64096975190127","1.81882789681566",
"Burundi","BDI","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00456527293965937","0.00640599084488347","0.000900832124589662","0.0140059745128767","0.226153095027883","1.5847801678848","1.69766901575622","2.03339984496891","1.99000670854207","1.98398361545011","2.07934712797981","1.64436270506275","1.31038065448287","1.24021265997078","1.8119743051741","3.57246551136705","5.48162408880549","6.05286657172169","4.8947554204382","7.52444212682554","7.79847501046119",
"Belgium","BEL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","1.00839781577857","0.926563757740722","0.911182981101882","0.944694653684342","0.89568738729108","0.898116558064477","0.906020723819235","0.909198233149806","0.97353481560073","0.935864905309426","0.947373760174762","0.915203598681065","0.853573660694923","0.881165995137899","1.6664234307954","1.74504806529481","1.88710007274987","1.90628957474287","2.03841256676887","1.88369939227352","1.71398735629275","1.7718518088758","1.71301110813877","1.6262051495013","1.72970095198795","1.69118708877619","1.66141614657148","1.75500262016461","1.81655249139261","1.77742921075937","1.78481779747509","1.7804555291479","1.90941240927213","2.02561362151017","2.28666376827266","2.28294482274635","2.22470095850911","2.24139855673035","2.23147335406485","2.26046238868032","2.26982563344466","2.27430051445446","2.28295012234307","2.29407968780421","2.31583275735738","2.47543593372868","2.38689121016773","2.34654552980991","2.30531076879072","2.28846679353846",
"Benin","BEN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","1.33100620909527","2.59888856688582","4.01474058494485","5.22379981240179","6.05441909220782","6.14733419220805","5.47960447300377","4.80250200992902","2.91454634897243","4.00287514622762","4.00195938560034","3.85270300105948","3.8037604695225","3.85465598543897","4.38925672842469","6.07979990252364","5.15567401349837","5.93879797323855","8.04020486581232","4.78747861948642","5.59935522422243","4.55987550271083","3.59651815957365","3.09070318029137","3.63238733139348","2.0402193663685","2.43967221418979","2.26566058286068","1.81453504668844","1.03567964209285","1.01961637199261","2.23731832676257","2.78178404322713","2.94763505011777","2.12371114921527","1.29851188068562","1.46370288914587","1.61021790601816","1.86479559336228","1.98756679939106","2.29333836287905","1.88309227024137","1.87568716496146","1.54134891059863","1.39347012623469","1.50776733495431","1.30443860130176","1.30551361314992","1.43702897415825","1.72082497549214","1.0969082787448",
"Burkina Faso","BFA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","4.78481001684372","5.06978776558428","5.22484950078398","5.31701732782875","5.29110217763214","6.2722538879004","7.79952709669286","8.63595682459379","6.28699690213853","7.07464147981808","6.18117718868171","8.11094045380571","9.41045354451588","7.31190478558733","7.14928358340948","5.93592313052196","4.50368608441348","3.60338657190567","3.83752651162161","3.66373108647953","4.23929423527094","3.28546820793746","2.93864989824209","3.01678957548301","2.5552542223744","2.05052007887606","2.26842017379634","1.56456795349251","1.62143728930486","1.13372747057977","0.814744414938197","0.921925863968498","1.03852026670662","1.10725469495902","1.05531210898895","1.01975417425797","1.19156004110065","1.82998842995804","1.67168609996425","2.29442595791149","2.84234084326367","3.25372238641991","3.09641277300783","2.95484904374504","2.86751537651363","2.91434713959884","2.95970546183422","2.89859371271546","2.78377631718111","2.87529266718328","2.53761095239569",
"Bangladesh","BGD","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","0.185440982243288","0.817260573667425","0.869126601591419","1.09947588420206","1.86716193243749","1.88176746993774","2.84184798595121","3.64817267991137","2.64653898029897","2.25541714853454","2.64665008029442","3.07765209527122","2.87302747133692","2.63354545837677","2.46489398309466","2.48523337346491","2.87540936210898","3.03732522639564","3.40813403881952","3.16729631986545","2.89557515603607","3.1641028158335","3.2125653790456","3.52403766089633","3.68659677566545","3.89794627098135","5.22266923917607","5.30538820275249","5.50437314918371","6.21006213483216","7.5596626180131","8.24291009689063","9.75655233462346","10.2665399023146","9.41241447446753","9.3859804789798","10.5915144036117","9.24470026765418","8.66899486049041","7.83797175617291","5.11803588431436","4.59667741438375","4.84382269321267","5.22841813674275","5.81626795895569","5.33437804101103","4.6737649876073","5.067993627851","6.03585067679055",
"Bulgaria","BGR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.337536548888754","0.447149438190971","0.3371408932036","0.311855337252892","0.439645886392482","5.82510278574143","7.17520179569465","8.12716407407424","6.58607877728654","5.40001641410676","4.99246421236666","3.81162560003","3.52170748779969","3.05974302145993","2.62958166240581","2.57135359261229","2.66843216449466","2.98635261212169","3.00958830348375","3.00175798105882","3.02087560670388","3.51479244455412","3.2032140739654","3.11164998526477","2.81421918945292","2.38149723335558","2.31142154213049","2.23290093071948","2.38140406223299",
"Bahrain","BHR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49025118689208","0.440646340450278","0.416556329514708","0.410399245643789","0.416407710575514",
"Bosnia and Herzegovina","BIH","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1942924129133","39.9633255350326","28.3947024503881","25.8596155097613","22.230683920329","20.450852223555","20.2155591516708","18.1570785669601","16.7039816714014","17.0255452440982","14.21908016822","12.0758442554945","10.6094046467695","10.5031413371436","10.7142489277239","10.7705362278622","11.3538982455304","10.9794785030926","10.7846178793534","11.0053017836582","11.0470172016681","11.388054028035","9.54729683645815","10.4675310309183","10.5208784489857","10.2332696387749","11.0230816585769",
"Belarus","BLR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00245774622975959","0.0026789119718422","0.203969412617481","0.63224891706066","0.329073412752501","0.354107818577221","0.510782323176245","0.896615910135979","0.543917266438404","0.552247667216307","0.920594142453945","1.034502146352","0.657396214062099","0.725612161429094","0.636765248499207","0.960131319014907","0.990305944135918","1.00520855385655","1.44197805594884","1.60323623987362","1.60669829212816","1.56230434080626","1.64999344176125","2.04636934122529","2.29107483588373","2.40842124890758","2.20275770985534","1.65173922227239","1.65049350927473","2.01552933186967","1.73928584531142","1.81319105202764",
"Belize","BLZ","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","6.11331152057861","7.32683579533589","7.83306568860353","5.21422807329561","4.02182957883497","4.46955828955406","3.37201878095586","2.6126277641936","2.83662477558348","2.19167164773859","1.67914028356856","1.69666076552103","2.02738438032556","2.59903824135562","2.51748251748252","2.44108016195951","2.1835438581087","2.42137493285079","2.15612129683953","2.45634347401569","2.40212217873756","3.03015850331211","4.01042961298825","4.2832442848503","4.39870051832592","4.65374010085512","4.4758303025842","4.12268705413652","3.97746133278844","3.66015055320155","3.75701707582658","3.86421078123078","4.31528464785762","3.98069612571691","4.03413229190165","4.05379349824086","5.90761041769567","5.59211323861015","5.00287535464959","4.87689856013842","4.38450234938887",
"Bermuda","BMU","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2462565104167","21.4295583284077","19.9252130003496","20.2233616642","19.0129001022245","18.617914945364","18.669495581299","18.9442100543097","20.8245277327028","21.7203796852554","20.9559707375665","21.0849716681847","20.02160263491","20.8424125114085","22.854911149781","22.7105586583065","22.2812886343297","23.7237560180997","26.1241397741698",
"Bolivia","BOL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","0.0512191990048841","0.0557439479723138","0.053190074732055","0.0221704910763773","0.0314581286907127","0.0813362650558624","0.048210923644277","0.0923530114247044","0.0940138416675423","0.111580645426727","0.202051656777851","0.197794083302363","0.0978769040025317","0.180238504579449","0.0945027601041669","0.0636315382651796","0.06732970097662","0.0732383591706342","0.0752354511144617","0.080415040103725","0.144654232673761","1.07119378188568","1.04030662705847","1.15871156776348","1.51074283464511","1.66160681344515","1.42812234680867","1.95692393782368","2.39995243012735","3.52953941467275","5.26530070800242","8.04388638440567","6.80520358115113","6.10109847905471","4.88664757003882","4.35249959614118","4.10025014391943","3.91834762999265","3.56697642694151","3.60894254325224","3.67293280792535","3.75379354564215","3.44592381350509","3.26594853352319","3.07541011203655","3.50803987162291","3.31578734598445","3.21120389766951","2.59061806172674",
"Brazil","BRA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","0.0634657458522922","0.0528827810197316","0.034591460397625","0.0564213919891758","0.032981201854162","0.0467578112821041","0.0480591888135254","0.0210088591442216","0.0152908015456378","0.0244239175581779","0.0189681475100185","0.0155957061178681","0.0148380093768066","0.0103935946880066","0.0290563359051144","0.148846703717366","0.324055336230634","0.545717291033371","0.33859000021437","0.39362774746784","0.383708979643232","0.242113829030052","0.177987885057569","0.143103462212751","0.250316011741059","0.205903522832894","0.2587422042289","0.393057978948569","0.409627690516944","0.420223881591128","0.314631171954278","0.296775300792405","0.236608669672595","0.214793412211116","0.173315277293489","0.13956669623869","0.122875010809796","0.112933662857454","0.109901876363478","0.107811945028355","0.160741889371087","0.152575400687928","0.130785125421543","0.1530302781715","0.171549773709679","0.241596231143309","0.2455346442576","0.25481314242508","0.202347527557964","0.224941418439149",
"Barbados","BRB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","2.64725029846694","2.46639735542956","2.38659918309359","2.4466547070622","2.60853182016483","2.29079563855767","2.2137531911531","2.01980349490017","2.11617735532821","2.11825703610866","0.898960253747804","0.991738749761133","0.777542306029829","0.683647812383013","0.772149104308084","0.578204382140907","0.6977847858062","1.65457005625986","1.76250785871059","1.59508302354399","1.88357482276474","2.2345029054451","2.78487480838017","2.68254101018581","2.65880197662556","2.7469874411303","2.87691207404291","3.081992039801","3.07942596187787","3.34369732187974","3.69995097238111","4.25437878539859","4.02578464509899","4.06605390247702","3.78889741660618","2.47297876161801","2.07118152119897","2.96580552152936","2.11173244812177","2.56281551691838","1.57707230608174","2.75717331536964","2.88963008242972","3.56232031422525","3.51691726491904","3.74501006223852","2.95471932074808","1.54378533048473","1.51291581391567","1.4715213289318","1.64803049262709","1.61463477301482","1.36122360854","1.26736012225571","1.18877728541521",
"Brunei Darussalam","BRN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.237456925733658","0.233565392713783","0.269364915726469","0.365548040753328","0.484146185181045","0.528916540638715","0.919471362422047","0.607310913154019","0.684145452942166","0.898453511897708","1.4567714658493","1.66529781961131","2.25090820783584","2.07110074974606","3.39498028366294","2.64978293694613","3.31086657464961","3.57497269708309","",
"Botswana","BWA","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","12.1454458381142","16.5069551125586","15.2531288115137","9.7351467084611","7.10865286618745","7.28882420353375","6.94490555203451","5.5595433399037","4.7672752483636","4.02842757986027","2.80534712008019","2.67492040622381","2.76405548006421","2.06791073533185","1.60133912742617","2.25740381972588","2.11774331053514","2.26682977260618","1.78566027905264","1.64063434080917","1.1697245615058","0.892341959425896","0.815215063226427","0.756831653823355","0.480651673054126","0.320314533204561","0.326209843847268","0.350687524948885","0.363562942230812","0.878109958487206","1.18707136286911","1.04705461478315","0.872425067516232","0.43634276370506","0.150309734137874","0.176630497465334","0.135069549733624","0.130168543116406","0.252277147948075","0.298143860533116","0.222054373468019","0.163250639679625","0.241888757952351","0.260157616300064","0.354899139787093","0.295602661225615","0.323109444570893","0.306272176465236","0.360745147280346","0.661308331576148",
"Central African Republic","CAF","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.387538267108919","0.161851465973241","","0.00475059412587622","0.00158898310776445","0.00488003007180964","0.00318724703484158","0.00331628432331368","0.00246402984725179","0.00191295006467111","0.0018007264744159","0.00172225503761957","0.00177830167873737","0.00560859648791647","0.0102942345099016","0.0106489757540933","0.0124274032922739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0802774521623898","0.0884249172512994","0.0751654322967429","0.0781472293782224","0.0968629477374525","0.0744601776108418","0.0827068712182574","0.0835231205643071","0.0750710176451684","0.0806146549270693","0.0795882712229774","0.082295229079077","0.0801649824196723","0.083671656331031","0.0870378903831607","0.0741436713060295","0.0684395668583124","0.0686186551035798","0.0723784507605148","0.0748334365365903","0.0818662480322055","0.0843801895863589","0.0768939488154848","0.0750910157999639","0.0752287448471604","0.049637012939377","0.0411150827860872","0.039437208123801","0.0389811694078446","0.0379893662486223",
"Central Europe and the Baltics","CEB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.594220589948034","0.514459612483042","0.500813386342088","0.508733700262712","0.580591626331468","0.523339136855854","0.850171421607509","0.987931043886179","1.01267956491417","1.16480495653712","1.56051753540679","1.87928501343092","2.02906466556868","1.95143079711742","1.77939402217726","1.74428588031416","1.51775675951592","1.5098995903146","1.57702306806675","2.07371181056799","2.10263706176374","2.21049326511026","2.30107882246227","2.27944871549949","2.15702122526366","2.19482648376992","2.07958398399776","1.97756520686574","1.91763487359852","1.87464016908122","1.77507031606405",
"Switzerland","CHE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.554659093391458","0.52493429362753","0.515265299175549","0.496661654284252","0.394600921488406","0.458107440139867","0.480813676061693","0.452980749021307","0.449223940328387","0.409518862381312","0.39111461102866","0.383322039895698","0.362848032538939","0.347546813169363","0.367139450672932","0.373192494611014","0.386588138425827","0.402194741428386","0.417528066079444","0.408804684680011","0.409882623604597","0.404333206830312","0.41008492319782","0.356330951245477","0.410366082581892","0.396189801958927","0.423473893410424","0.419730553539345","0.411556215775262","0.406485275152793","0.365899378774566","0.390420375099494","0.422512547224656","0.416568138013312","0.36531500548431","0.352614918721195","0.345078248473528","0.331182769809829","0.362614874284734","0.366929876151172","0.372814468975237","0.351549664896791","0.353398824291965","0.380686563671756","0.385386093017113","0.392019935734591","0.383660034240881","0.373890009955756",
"Channel Islands","CHI","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","0.00484738523963307","0.00500635932087884","0.00557613852029943","0.00208357014445976","0.00221185218907635","0.000382046004432297","0.004318683050058","0.00119658089166835","","","","","","","","","","0.0169773325515229","0.0166259773670377","0.0176477170283023","0.0154263329265511","0.0117081852977969","","","","","0.0302355853046632","0.0287143864918113","0.0282109379327787","0.0269750395725642","0.0256342544301111","0.0233520103179811","0.0243316680794115","0.0258882864665846","0.0240958635192695","0.0236116491601402","0.0249286726642896","0.0260576739589634","0.0210845500963785","0.0282751450622328","0.0289306042743538","0.0303210305442313",
